,Is_Male,ParentEduc,StandardLunch,TestPrep,PracticeSport,WklyStudyHours,MathScore,ReadingScore,WritingScore,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E
18838,1,2,0,1.0,0,0,0.8,0.86,0.82,0,0,0,1,0
18839,1,5,1,0.0,1,0,0.67,0.6,0.66,0,1,0,0,0
18840,1,2,1,0.0,2,1,0.42,0.31,0.33,0,1,0,0,0
18841,0,1,0,1.0,2,1,0.65,0.78,0.84,0,0,1,0,0
18843,1,4,0,0.0,1,1,0.55,0.56,0.48,0,0,1,0,0
18844,1,5,0,0.0,1,0,0.51,0.54,0.49,0,0,0,1,0
18845,0,4,1,0.0,2,1,0.62,0.58,0.67,0,0,1,0,0
18846,0,2,1,1.0,0,0,0.71,0.78,0.79,0,0,1,0,0
18847,1,2,1,0.0,1,2,0.42,0.43,0.38,0,0,1,0,0
18848,0,2,1,0.0,2,0,0.64,0.8,0.81,0,0,0,1,0
18849,1,2,1,0.0,0,0,0.56,0.5,0.47,0,1,0,0,0
18851,0,2,0,1.0,2,1,0.61,0.78,0.72,0,0,1,0,0
18852,1,1,0,0.0,1,1,0.51,0.55,0.5,0,0,1,0,0
18853,1,0,1,1.0,0,1,0.62,0.61,0.61,0,1,0,0,0
18854,0,5,1,0.0,2,0,0.69,0.78,0.78,0,1,0,0,0
18855,1,1,1,0.0,0,2,0.88,0.8,0.79,0,0,0,1,0
18856,1,0,0,1.0,1,1,0.34,0.38,0.35,0,0,1,0,0
18857,0,1,1,0.0,2,1,0.63,0.69,0.67,0,0,0,1,0
18858,1,5,0,0.0,2,1,0.5,0.47,0.49,0,0,0,1,0
18860,0,3,0,1.0,0,0,0.63,0.86,0.85,0,0,0,0,1
18861,0,5,1,1.0,2,0,0.68,0.76,0.83,0,0,0,1,0
18862,1,2,0,1.0,1,0,0.14,0.23,0.2,0,1,0,0,0
18863,1,1,1,1.0,2,0,0.71,0.57,0.66,0,0,0,1,0
18864,0,4,0,1.0,2,1,0.55,0.7,0.79,0,0,0,1,0
18866,1,2,1,0.0,2,1,0.88,0.77,0.77,0,0,1,0,0
18867,0,1,1,1.0,2,1,0.79,0.76,0.8,0,0,0,1,0
18868,1,0,1,1.0,1,2,1.0,0.97,0.99,0,0,0,0,1
18869,1,0,1,0.0,1,1,0.79,0.76,0.68,0,0,0,1,0
18870,0,0,0,0.0,2,1,0.55,0.66,0.72,0,0,0,1,0
18871,0,1,1,0.0,0,0,0.32,0.48,0.43,0,0,0,1,0
18872,0,1,0,0.0,2,2,0.54,0.65,0.6,0,0,1,0,0
18874,0,3,1,1.0,1,2,0.67,0.77,0.74,1,0,0,0,0
18875,1,4,1,0.0,1,2,0.82,0.72,0.7,0,0,1,0,0
18876,0,1,0,0.0,2,0,0.5,0.59,0.56,0,1,0,0,0
18877,1,1,0,0.0,1,1,0.74,0.77,0.68,0,0,1,0,0
18878,0,1,0,0.0,2,1,0.56,0.66,0.56,0,0,1,0,0
18880,0,3,1,0.5,1,1,0.49,0.6,0.6,0,0,1,0,0
18881,0,0,0,0.5,0,1,0.63,0.77,0.74,1,0,0,0,0
18882,1,5,1,0.0,0,2,0.65,0.48,0.43,0,0,1,0,0
18883,1,5,1,0.0,0,1,0.5,0.57,0.57,0,0,0,1,0
18884,1,2,0,1.0,0,0,0.7,0.8,0.72,0,0,1,0,0
18885,1,4,1,1.0,2,1,0.67,0.63,0.67,0,0,1,0,0
18886,1,1,0,1.0,2,1,0.58,0.64,0.58,1,0,0,0,0
18887,1,5,1,1.0,1,0,0.62,0.7,0.7,0,1,0,0,0
18888,0,0,1,1.0,1,1,0.47,0.52,0.61,0,0,0,1,0
18890,1,2,1,1.0,0,1,0.53,0.43,0.47,0,0,0,1,0
18891,0,1,1,1.0,1,1,0.49,0.57,0.63,0,0,0,1,0
18892,1,1,1,1.0,1,2,0.83,0.82,0.81,0,0,0,1,0
18893,0,0,1,1.0,1,0,0.61,0.78,0.75,0,0,1,0,0
18894,1,2,1,1.0,1,1,0.7,0.68,0.71,0,0,0,1,0
18895,0,1,1,0.0,1,1,0.8,0.73,0.72,0,0,1,0,0
18896,1,0,1,0.0,2,0,0.37,0.37,0.35,0,1,0,0,0
18897,0,2,1,0.0,1,0,0.75,0.78,0.74,0,0,0,0,1
18898,0,4,1,1.0,1,2,0.79,0.85,0.84,0,0,1,0,0
18899,0,3,0,0.0,1,1,0.54,0.58,0.53,0,0,0,0,1
18900,1,2,1,0.0,0,0,0.51,0.5,0.53,0,0,0,1,0
18902,0,3,1,0.0,1,1,0.58,0.69,0.6,0,0,1,0,0
18903,0,1,1,1.0,2,2,0.82,0.83,0.86,0,0,0,0,1
18904,0,0,0,0.0,1,1,0.57,0.7,0.68,0,0,1,0,0
18905,0,0,1,1.0,0,1,0.56,0.67,0.69,1,0,0,0,0
18906,0,3,1,0.0,1,0,0.83,0.83,0.84,0,0,1,0,0
18907,1,0,1,1.0,1,2,0.83,0.84,0.78,0,0,1,0,0
18908,1,1,0,0.0,2,1,0.49,0.45,0.46,1,0,0,0,0
18909,1,3,1,0.0,1,1,0.87,0.74,0.82,0,0,0,1,0
18910,1,1,1,1.0,1,0,0.6,0.65,0.68,0,0,0,1,0
18911,1,3,1,0.0,1,2,0.7,0.72,0.66,0,1,0,0,0
18912,0,1,0,0.0,0,2,0.63,0.74,0.7,0,0,0,1,0
18913,0,1,1,0.0,2,0,0.44,0.5,0.56,0,0,1,0,0
18914,1,3,1,0.0,2,0,0.78,0.74,0.68,0,0,1,0,0
18916,1,0,0,0.0,1,1,0.55,0.48,0.48,0,0,0,1,0
18918,0,1,1,0.0,2,1,0.84,0.94,0.86,0,0,0,1,0
18920,1,4,1,1.0,1,1,0.91,0.91,0.9,0,0,1,0,0
18921,1,0,1,0.0,1,1,0.54,0.59,0.62,0,1,0,0,0
18922,0,4,1,0.0,1,1,0.8,0.89,0.87,0,1,0,0,0
18925,1,4,1,0.0,1,2,0.81,0.7,0.68,0,0,1,0,0
18927,0,4,0,0.5,1,0,0.5,0.66,0.59,0,0,1,0,0
18928,1,3,1,1.0,2,1,0.77,0.74,0.72,0,0,0,1,0
18929,0,1,1,0.0,1,1,0.52,0.68,0.61,0,0,0,1,0
18930,0,3,0,1.0,1,1,0.45,0.56,0.6,0,1,0,0,0
18932,1,3,0,0.0,1,1,0.48,0.55,0.44,0,0,1,0,0
18933,0,3,1,1.0,0,1,0.77,0.85,0.79,0,0,1,0,0
18934,1,1,0,0.0,1,1,0.48,0.43,0.37,0,0,0,1,0
18935,0,2,1,1.0,0,2,0.66,0.78,0.82,0,1,0,0,0
18936,1,0,0,0.0,1,1,0.46,0.43,0.45,0,1,0,0,0
18937,1,5,0,0.0,1,1,0.72,0.7,0.66,0,0,0,1,0
18938,0,1,1,1.0,2,1,0.79,0.89,0.88,0,0,1,0,0
18939,1,2,0,0.0,2,1,0.63,0.63,0.6,0,1,0,0,0
18942,0,2,1,0.5,1,1,0.82,0.94,0.88,0,0,1,0,0
18944,0,0,1,0.0,1,1,0.94,0.97,0.97,0,0,0,0,1
18945,1,2,0,0.0,1,1,0.59,0.53,0.57,0,0,1,0,0
18946,0,1,0,0.0,1,0,0.41,0.45,0.42,0,0,1,0,0
18947,1,1,1,1.0,0,2,0.66,0.54,0.57,0,0,0,1,0
18948,1,4,0,0.0,1,0,0.46,0.51,0.5,0,0,0,1,0
18949,1,3,1,0.0,2,2,0.89,0.84,0.72,0,0,0,1,0
18952,1,4,1,1.0,0,2,0.68,0.73,0.74,1,0,0,0,0
18953,1,0,1,0.0,1,1,0.61,0.62,0.58,0,1,0,0,0
18954,0,4,0,1.0,2,0,0.73,0.83,0.85,0,0,0,0,1
18955,0,3,1,0.0,2,1,0.69,0.82,0.8,0,1,0,0,0
18956,0,2,1,0.0,1,1,0.66,0.74,0.69,0,0,1,0,0
18958,0,1,0,0.0,2,1,0.69,0.92,0.82,0,1,0,0,0
18959,0,4,1,1.0,2,0,0.8,0.9,0.98,0,0,0,1,0
18960,1,0,1,0.0,1,2,0.54,0.44,0.44,0,0,0,1,0
18961,0,2,0,1.0,2,0,0.75,0.77,0.84,0,0,1,0,0
18962,0,4,0,0.0,1,2,0.35,0.48,0.49,0,1,0,0,0
18963,0,0,0,0.0,1,1,0.64,0.67,0.65,0,0,1,0,0
18964,1,3,1,1.0,2,1,0.74,0.71,0.7,0,0,0,0,1
18965,0,3,1,0.0,0,0,0.63,0.8,0.79,0,1,0,0,0
18966,0,2,1,0.0,2,1,0.56,0.66,0.67,0,0,0,1,0
18967,1,0,0,1.0,2,1,0.68,0.8,0.77,0,1,0,0,0
18968,1,3,1,0.0,2,1,0.59,0.61,0.6,0,0,1,0,0
18969,1,1,1,0.0,1,1,0.82,0.69,0.7,0,0,1,0,0
18971,1,3,1,0.0,1,0,0.82,0.8,0.81,0,0,0,1,0
18972,0,1,0,1.0,2,0,0.46,0.7,0.66,0,0,1,0,0
18973,0,0,1,1.0,2,0,0.6,0.61,0.66,0,1,0,0,0
18974,0,4,1,0.0,1,1,0.51,0.58,0.56,1,0,0,0,0
18975,0,1,1,0.0,1,1,0.64,0.64,0.62,0,0,0,1,0
18977,0,1,1,0.0,1,0,0.77,0.82,0.76,0,0,0,0,1
18978,1,3,1,1.0,2,0,0.68,0.71,0.74,0,0,1,0,0
18979,0,1,1,0.0,2,1,0.74,0.8,0.79,0,0,0,1,0
18981,1,1,1,1.0,1,1,0.58,0.46,0.42,1,0,0,0,0
18982,1,1,0,0.0,2,2,0.49,0.56,0.46,0,0,0,1,0
18984,1,5,1,0.0,2,2,0.83,0.8,0.86,0,0,1,0,0
18985,1,0,1,0.0,1,1,0.68,0.67,0.58,0,0,1,0,0
18986,1,0,0,1.0,2,2,0.64,0.53,0.6,0,0,1,0,0
18987,1,3,1,0.5,1,0,0.78,0.77,0.67,0,0,0,0,1
18988,0,0,1,1.0,2,0,0.88,0.82,0.87,0,0,0,0,1
18989,0,2,1,1.0,1,2,0.71,0.77,0.8,0,0,1,0,0
18991,0,3,0,0.0,1,0,0.36,0.59,0.58,0,0,1,0,0
18992,0,2,1,0.0,0,1,0.83,0.89,0.86,0,0,1,0,0
18993,0,2,1,0.5,0,2,0.42,0.55,0.51,0,0,1,0,0
18994,0,1,1,1.0,1,1,0.65,0.74,0.78,0,0,1,0,0
18995,1,1,0,1.0,1,0,0.57,0.6,0.56,0,0,1,0,0
18996,1,2,1,0.0,1,1,0.85,0.9,0.89,0,0,0,1,0
18997,0,0,0,1.0,1,1,0.5,0.66,0.7,0,0,1,0,0
18998,0,2,1,0.0,2,2,0.79,0.77,0.83,1,0,0,0,0
18999,0,1,1,0.0,1,0,0.77,0.83,0.79,0,0,0,1,0
19000,0,3,1,1.0,1,1,0.64,0.68,0.77,0,0,0,1,0
19001,0,3,0,0.0,1,0,0.59,0.65,0.67,0,0,0,1,0
19002,0,4,1,1.0,2,1,0.65,0.74,0.74,0,1,0,0,0
19003,0,1,1,0.0,2,1,0.54,0.61,0.61,0,0,1,0,0
19004,0,1,1,0.0,2,0,0.62,0.74,0.68,0,0,1,0,0
19005,0,2,0,1.0,1,1,0.71,0.93,0.91,0,0,1,0,0
19006,1,1,1,0.0,2,1,0.66,0.61,0.53,0,0,0,0,1
19007,1,0,1,0.0,2,1,0.94,0.92,0.78,0,0,0,1,0
19008,1,1,1,0.0,2,1,0.89,0.81,0.79,0,0,0,1,0
19009,1,1,1,0.0,1,1,0.47,0.44,0.43,0,1,0,0,0
19010,1,3,1,0.0,1,0,0.71,0.68,0.65,0,0,1,0,0
19011,0,4,1,1.0,2,1,0.54,0.78,0.78,0,0,1,0,0
19012,0,0,1,0.0,1,0,0.62,0.77,0.69,0,0,1,0,0
19013,0,3,1,1.0,1,1,0.96,0.99,1.0,0,0,0,0,1
19014,1,1,1,1.0,1,1,0.73,0.76,0.72,0,0,0,0,1
19015,0,0,1,0.0,2,2,0.71,0.67,0.69,1,0,0,0,0
19016,1,2,1,0.0,2,0,0.89,0.88,0.84,0,0,0,1,0
19018,0,1,1,0.0,2,1,0.54,0.5,0.55,0,0,0,1,0
19019,0,3,1,0.0,2,2,0.9,0.86,0.92,0,0,0,1,0
19020,0,2,0,1.0,1,2,0.5,0.68,0.69,0,0,1,0,0
19022,1,4,1,0.0,1,1,0.7,0.76,0.72,0,0,1,0,0
19023,1,0,0,1.0,0,0,0.67,0.76,0.66,0,0,1,0,0
19024,0,3,1,1.0,0,0,0.47,0.53,0.56,0,0,0,1,0
19025,1,3,1,0.0,0,1,0.73,0.7,0.63,0,1,0,0,0
19026,0,0,1,0.0,1,0,0.53,0.68,0.62,0,0,0,1,0
19027,1,4,1,0.0,1,1,0.72,0.7,0.68,0,0,0,1,0
19028,0,1,0,1.0,1,1,0.47,0.58,0.54,0,1,0,0,0
19029,1,4,0,0.0,2,0,0.63,0.69,0.59,0,0,0,1,0
19031,0,2,1,1.0,2,2,0.84,0.9,1.0,0,0,0,1,0
19032,1,2,0,1.0,1,2,0.8,0.79,0.78,0,0,0,1,0
19035,0,4,1,1.0,2,0,0.81,0.89,0.93,0,0,1,0,0
19036,1,3,0,1.0,1,1,0.68,0.82,0.8,0,0,1,0,0
19037,0,2,1,1.0,2,1,0.73,0.79,0.82,0,0,1,0,0
19038,1,1,1,0.0,1,1,0.36,0.32,0.36,0,1,0,0,0
19039,1,2,0,0.0,1,1,0.61,0.58,0.59,0,0,1,0,0
19040,1,0,1,1.0,1,2,0.89,0.79,0.81,0,0,0,1,0
19041,1,1,0,0.0,0,1,0.63,0.65,0.57,0,1,0,0,0
19042,0,4,1,0.5,1,1,0.75,0.84,0.85,0,0,1,0,0
19043,0,0,0,0.0,1,1,0.46,0.57,0.52,0,0,1,0,0
19044,1,0,0,0.0,0,1,0.59,0.6,0.5,0,0,0,1,0
19045,0,2,1,0.0,0,2,0.79,0.89,0.87,0,1,0,0,0
19046,0,2,1,0.0,1,0,0.64,0.71,0.71,0,0,0,1,0
19047,1,4,0,0.0,1,1,0.7,0.65,0.58,0,0,0,0,1
19048,0,4,1,0.0,1,0,0.46,0.59,0.61,0,0,1,0,0
19049,0,3,0,0.0,2,2,0.43,0.58,0.52,0,1,0,0,0
19050,0,2,0,0.0,0,1,0.42,0.65,0.66,0,0,0,1,0
19052,1,3,0,0.0,0,2,0.51,0.57,0.46,0,0,0,1,0
19053,1,4,1,0.0,1,0,0.68,0.6,0.5,0,0,0,1,0
19054,0,2,1,0.0,2,2,0.74,0.76,0.83,0,0,0,1,0
19055,1,1,0,0.0,1,2,0.63,0.62,0.61,1,0,0,0,0
19056,0,1,0,1.0,0,1,0.52,0.63,0.64,0,0,1,0,0
19057,1,1,0,0.0,0,0,0.34,0.33,0.29,0,0,1,0,0
19058,0,2,0,1.0,2,1,0.44,0.58,0.61,0,0,0,1,0
19059,0,4,0,0.5,1,1,0.66,0.75,0.72,0,0,1,0,0
19060,1,1,1,0.0,1,1,0.65,0.55,0.57,0,0,0,1,0
19061,1,4,1,1.0,1,2,0.86,0.8,0.85,0,1,0,0,0
19062,0,4,0,1.0,2,1,0.42,0.58,0.57,0,0,1,0,0
19063,0,3,0,0.0,2,1,0.56,0.77,0.73,0,0,0,1,0
19066,0,2,1,0.0,0,1,0.54,0.61,0.66,0,1,0,0,0
19067,1,0,1,0.0,2,1,0.7,0.62,0.6,0,0,1,0,0
19068,0,2,1,0.0,0,0,0.79,0.89,0.85,0,0,0,0,1
19069,1,5,0,0.0,1,0,0.76,0.88,0.85,0,0,0,1,0
19070,0,1,1,0.0,0,1,0.83,0.93,0.9,0,0,0,1,0
19071,0,1,1,0.0,0,0,0.63,0.69,0.66,0,1,0,0,0
19072,0,4,1,0.5,1,0,0.58,0.65,0.66,0,1,0,0,0
19073,0,2,0,0.0,2,1,0.53,0.6,0.62,0,0,1,0,0
19074,0,1,0,0.0,2,0,0.51,0.63,0.65,0,0,0,0,1
19075,1,3,1,0.0,2,0,0.63,0.59,0.62,0,1,0,0,0
19077,0,1,0,0.0,2,0,0.34,0.51,0.48,1,0,0,0,0
19078,1,4,1,1.0,0,0,0.65,0.61,0.58,0,1,0,0,0
19079,0,2,0,0.0,2,1,0.46,0.53,0.57,0,0,0,1,0
19081,0,2,0,0.5,2,0,0.6,0.69,0.78,0,1,0,0,0
19082,1,1,1,0.0,2,1,0.87,0.76,0.77,0,0,0,0,1
19084,0,1,1,1.0,2,0,0.69,0.81,0.85,0,0,0,1,0
19085,0,0,0,0.5,1,1,0.46,0.61,0.57,1,0,0,0,0
19088,0,4,1,1.0,1,2,0.65,0.71,0.75,0,1,0,0,0
19089,1,5,1,0.0,1,2,1.0,0.93,0.92,0,0,1,0,0
19090,1,3,1,0.0,0,2,0.84,0.81,0.78,0,0,0,1,0
19091,1,0,0,0.0,2,1,0.29,0.3,0.25,0,0,1,0,0
19092,0,1,1,0.5,1,1,0.66,0.79,0.75,0,0,1,0,0
19093,1,2,1,1.0,2,0,0.8,0.79,0.82,0,1,0,0,0
19094,0,2,1,0.0,1,1,0.84,0.95,0.87,0,1,0,0,0
19095,1,1,1,0.0,0,2,0.58,0.63,0.59,0,1,0,0,0
19096,0,0,1,0.0,1,1,0.49,0.66,0.62,0,0,1,0,0
19097,1,2,1,1.0,1,1,0.85,0.75,0.73,0,0,1,0,0
19098,1,3,0,0.0,2,1,0.57,0.55,0.55,0,1,0,0,0
19099,1,2,1,1.0,2,0,0.85,0.88,0.88,1,0,0,0,0
19100,0,2,1,1.0,1,2,0.54,0.52,0.61,0,1,0,0,0
19101,1,5,0,0.0,2,0,0.62,0.58,0.61,0,0,1,0,0
19102,1,2,1,1.0,1,0,0.51,0.51,0.49,0,0,1,0,0
19103,1,2,1,0.0,0,1,0.93,0.86,0.87,0,0,0,1,0
19104,0,1,0,0.0,2,2,0.41,0.48,0.4,0,0,1,0,0
19105,1,2,1,0.5,1,0,0.79,0.72,0.73,0,1,0,0,0
19106,0,0,1,0.0,0,1,0.6,0.68,0.66,0,0,0,0,1
19107,0,3,1,0.0,1,1,0.62,0.7,0.7,0,0,1,0,0
19109,1,3,1,0.0,2,1,0.76,0.69,0.65,0,0,1,0,0
19110,1,0,1,0.0,2,1,0.75,0.75,0.65,0,0,0,0,1
19111,0,2,0,0.0,2,0,0.36,0.53,0.48,0,0,1,0,0
19113,0,0,0,0.0,1,0,0.3,0.35,0.34,0,0,1,0,0
19114,0,2,1,1.0,1,1,0.93,1.0,1.0,0,0,0,1,0
19116,1,0,1,1.0,0,1,0.66,0.51,0.55,0,0,1,0,0
19117,0,1,0,1.0,1,2,0.52,0.66,0.67,0,1,0,0,0
19118,1,4,1,0.0,1,2,0.76,0.71,0.71,1,0,0,0,0
19119,0,2,0,1.0,1,2,0.6,0.66,0.62,0,0,0,1,0
19121,1,2,1,1.0,0,1,0.61,0.62,0.58,0,0,1,0,0
19122,0,3,1,0.0,2,2,0.83,0.74,0.85,0,0,1,0,0
19123,0,3,1,1.0,2,2,0.83,0.89,0.9,0,0,0,1,0
19125,0,2,1,1.0,1,0,0.55,0.64,0.66,0,0,1,0,0
19126,0,4,0,0.0,1,1,0.44,0.55,0.48,1,0,0,0,0
19127,0,0,1,0.0,1,1,0.73,0.84,0.86,0,0,1,0,0
19128,0,0,1,0.0,0,0,0.41,0.48,0.44,0,1,0,0,0
19129,0,2,1,1.0,1,2,0.84,0.89,0.88,0,1,0,0,0
19130,0,3,1,0.5,1,1,0.91,1.0,1.0,0,0,1,0,0
19131,1,2,1,0.0,1,1,0.78,0.65,0.67,0,0,0,1,0
19132,0,5,1,0.0,1,1,0.73,0.84,0.94,0,0,0,1,0
19133,0,2,1,1.0,2,0,0.35,0.45,0.45,0,0,1,0,0
19134,1,3,1,0.5,1,0,0.81,0.89,0.81,0,0,1,0,0
19135,1,1,1,1.0,2,0,0.99,0.92,0.89,0,0,0,0,1
19136,0,0,0,1.0,2,2,0.65,0.8,0.77,0,0,1,0,0
19137,0,1,1,0.0,2,1,0.73,0.73,0.67,0,0,0,0,1
19138,0,0,0,0.0,1,1,0.41,0.5,0.51,0,0,1,0,0
19139,0,0,1,1.0,0,1,0.54,0.64,0.64,0,0,1,0,0
19140,1,5,1,0.0,2,0,0.96,0.95,0.93,0,0,0,0,1
19141,1,4,1,1.0,2,2,0.93,0.93,1.0,0,1,0,0,0
19142,1,1,1,0.0,2,1,0.75,0.77,0.66,0,0,1,0,0
19143,0,3,1,1.0,1,0,0.73,0.85,0.82,0,0,0,1,0
19146,1,5,1,0.0,2,1,0.76,0.6,0.65,0,1,0,0,0
19147,1,2,0,0.0,2,1,0.67,0.65,0.59,0,0,0,1,0
19148,1,1,1,0.0,1,1,0.45,0.4,0.39,0,0,1,0,0
19149,0,0,1,0.0,0,1,0.85,0.9,0.92,0,0,0,1,0
19150,0,2,1,0.0,1,2,0.72,0.87,0.86,0,1,0,0,0
19151,1,3,0,0.0,1,1,0.68,0.65,0.67,0,0,1,0,0
19152,0,0,0,0.0,0,1,0.28,0.39,0.37,0,0,1,0,0
19153,0,4,1,0.0,2,0,0.88,0.96,0.95,0,0,0,0,1
19154,1,4,0,0.0,1,1,0.74,0.75,0.65,0,0,1,0,0
19155,0,4,0,0.0,2,1,0.64,0.65,0.7,0,0,0,0,1
19156,0,1,1,0.0,1,1,0.77,0.83,0.81,0,0,1,0,0
19157,1,4,1,1.0,1,2,0.9,0.86,0.87,0,0,0,1,0
19158,1,4,1,1.0,0,2,0.95,0.96,0.98,0,0,0,1,0
19159,1,4,0,1.0,1,1,0.79,0.71,0.77,0,0,0,1,0
19161,1,4,1,0.0,1,1,0.85,0.81,0.72,0,0,1,0,0
19162,1,3,1,1.0,1,2,0.62,0.62,0.64,1,0,0,0,0
19163,0,1,1,0.0,2,0,0.61,0.62,0.63,0,0,0,0,1
19164,1,2,0,0.5,0,0,0.72,0.7,0.73,0,0,0,1,0
19165,1,4,1,0.0,2,1,0.69,0.55,0.57,0,0,1,0,0
19166,0,4,1,1.0,2,2,0.59,0.63,0.7,0,0,1,0,0
19167,1,4,0,1.0,2,1,0.38,0.46,0.39,1,0,0,0,0
19169,1,2,1,0.0,2,0,0.75,0.63,0.64,0,0,1,0,0
19170,0,3,1,0.0,0,0,0.5,0.56,0.53,0,1,0,0,0
19171,0,2,0,1.0,1,1,0.49,0.61,0.6,0,0,1,0,0
19172,0,1,0,1.0,2,0,0.34,0.47,0.48,0,0,1,0,0
19173,1,1,1,0.0,1,2,0.85,0.72,0.77,0,0,0,1,0
19174,0,4,0,0.0,2,0,0.79,0.84,0.83,0,0,0,1,0
19176,1,1,1,0.0,1,0,0.64,0.65,0.61,0,0,0,0,1
19179,0,0,1,0.0,1,1,0.72,0.82,0.79,0,0,0,0,1
19180,0,1,0,0.0,1,1,0.23,0.33,0.34,0,1,0,0,0
19181,1,2,0,0.0,2,1,0.52,0.51,0.49,0,0,0,1,0
19182,0,2,1,0.0,1,1,0.64,0.75,0.69,0,0,0,0,1
19183,0,0,1,1.0,2,1,0.89,0.87,0.96,0,0,0,0,1
19184,1,1,1,0.0,1,1,0.51,0.48,0.49,0,0,0,1,0
19186,0,3,0,0.0,1,1,0.4,0.43,0.43,0,0,1,0,0
19187,1,1,1,0.0,2,1,0.8,0.77,0.72,0,0,0,0,1
19188,1,1,1,0.0,1,1,0.93,0.77,0.78,0,0,0,1,0
19189,1,2,1,1.0,0,0,0.63,0.67,0.68,0,1,0,0,0
19190,0,2,1,0.0,1,0,0.64,0.7,0.66,0,1,0,0,0
19193,1,0,1,0.0,1,1,0.56,0.51,0.45,0,0,1,0,0
19194,0,3,0,0.0,2,1,0.55,0.73,0.69,0,0,0,1,0
19195,1,4,1,0.0,2,2,0.58,0.56,0.59,0,0,0,0,1
19196,1,3,1,0.0,2,0,0.6,0.71,0.58,0,1,0,0,0
19197,1,2,0,0.0,2,1,0.57,0.6,0.52,0,0,0,0,1
19198,0,2,1,1.0,1,1,0.53,0.67,0.72,0,0,0,1,0
19200,0,0,1,0.0,2,1,0.66,0.71,0.72,0,1,0,0,0
19201,0,2,1,0.5,0,2,0.3,0.35,0.33,0,0,0,0,1
19202,1,3,1,0.0,0,1,0.47,0.49,0.46,0,1,0,0,0
19203,1,5,1,0.0,2,2,0.82,0.81,0.8,0,1,0,0,0
19204,1,0,0,0.0,0,0,0.58,0.61,0.54,0,0,0,1,0
19205,0,1,1,0.0,2,1,0.65,0.69,0.69,0,0,0,1,0
19206,1,2,1,0.0,1,2,0.95,0.87,0.79,0,0,0,0,1
19207,1,1,1,0.0,1,1,0.59,0.54,0.56,1,0,0,0,0
19208,0,1,1,0.0,2,1,0.72,0.71,0.73,0,0,0,0,1
19209,0,2,0,0.0,2,2,0.65,0.75,0.79,0,0,0,1,0
19210,0,2,1,1.0,2,1,0.73,0.83,0.79,0,0,0,0,1
19211,1,3,1,0.0,1,1,0.8,0.69,0.69,0,0,0,0,1
19212,1,3,1,0.0,1,1,0.65,0.67,0.61,0,0,0,1,0
19213,0,4,0,0.0,1,0,0.62,0.68,0.66,0,0,0,0,1
19214,1,2,0,1.0,2,1,0.58,0.75,0.72,0,0,1,0,0
19215,1,2,1,0.5,2,1,0.61,0.66,0.62,0,1,0,0,0
19216,1,2,1,0.0,2,1,0.67,0.58,0.58,0,0,1,0,0
19217,0,5,1,0.0,1,0,0.71,0.88,0.79,0,0,1,0,0
19218,1,0,1,1.0,0,1,0.72,0.74,0.76,0,0,1,0,0
19219,0,3,0,1.0,1,1,0.57,0.76,0.76,0,1,0,0,0
19220,0,5,1,0.0,0,1,0.58,0.7,0.69,0,0,1,0,0
19221,0,0,1,1.0,1,1,0.72,0.68,0.73,0,0,0,0,1
19222,1,1,0,0.0,1,1,0.84,0.73,0.67,0,0,0,0,1
19223,1,0,1,0.0,1,1,0.61,0.57,0.53,0,0,0,0,1
19224,1,3,0,1.0,2,1,0.46,0.53,0.51,0,0,1,0,0
19225,0,0,1,0.0,0,2,0.81,0.87,0.84,1,0,0,0,0
19226,0,2,1,0.0,1,1,0.63,0.68,0.67,0,0,1,0,0
19227,1,5,0,1.0,1,1,0.63,0.65,0.66,0,1,0,0,0
19228,1,2,1,1.0,0,1,0.66,0.69,0.63,0,0,1,0,0
19229,1,4,0,1.0,1,1,0.39,0.42,0.45,0,0,0,1,0
19230,0,1,1,1.0,1,1,0.59,0.68,0.74,0,0,0,1,0
19232,0,0,1,1.0,1,1,0.44,0.45,0.51,0,0,1,0,0
19233,1,1,1,1.0,1,2,0.85,0.77,0.73,0,0,1,0,0
19234,0,1,1,0.5,2,1,0.69,0.79,0.79,0,0,0,1,0
19235,0,4,0,0.5,2,0,0.56,0.83,0.81,0,0,0,1,0
19236,1,2,0,0.0,2,2,0.73,0.65,0.55,0,1,0,0,0
19238,1,2,0,0.0,1,1,0.6,0.66,0.53,0,0,1,0,0
19239,1,2,0,1.0,1,2,0.6,0.63,0.65,0,0,0,1,0
19240,0,3,1,0.0,2,1,0.62,0.7,0.62,0,0,1,0,0
19241,0,0,0,1.0,1,2,0.56,0.71,0.7,1,0,0,0,0
19242,1,3,1,0.0,2,0,0.62,0.58,0.55,0,1,0,0,0
19244,0,4,1,0.0,0,2,0.79,0.87,0.82,0,0,0,0,1
19246,0,3,1,1.0,1,2,0.74,0.79,0.85,0,0,0,0,1
19247,1,3,1,1.0,1,1,0.87,0.75,0.79,0,0,1,0,0
19248,1,3,0,0.0,1,1,0.69,0.77,0.69,0,0,1,0,0
19249,1,0,1,0.0,1,1,0.5,0.58,0.5,0,0,1,0,0
19250,1,3,1,0.0,1,1,0.6,0.52,0.54,0,0,0,1,0
19253,1,1,0,1.0,1,0,0.82,0.71,0.67,0,0,0,0,1
19254,1,3,1,0.0,2,1,0.83,0.77,0.72,0,0,1,0,0
